"When activated, displays all the alphabet letters and allows filtering by them.","When activated, displays all the alphabet letters and allows filtering by them."
"Show Characters without Brands","Show Characters without Brands"
"in a Filter by Character.","in a Filter by Character."
"Show Products Quantity","Show Products Quantity"
"Set to 'No' to display only the brands that have products assigned to them. Please note that this setting may affect the performance.","Set to 'No' to display only the brands that have products assigned to them. Please note that this setting may affect the performance."
Enable,Enable
"Displays the random products of the same brand at the bottom of the Product page. Note. Please enable ""Used in Product Listing"" setting for brand attribute.","Displays the random products of the same brand at the bottom of the Product page. Note. Please enable ""Used in Product Listing"" setting for brand attribute."
"Specify a title of a block, using a Brand variable.","Specify a title of a block, using a Brand variable."
"Max Product Count","Max Product Count"
"Please set the quantity of the products displayed. Default value is 7.","Please set the quantity of the products displayed. Default value is 7."
"Product Page Brand Settings","Product Page Brand Settings"
"Display Brand Title on Product Page","Display Brand Title on Product Page"
"Set to ‘Yes’ to enable a clickable brand title on product pages.","Set to ‘Yes’ to enable a clickable brand title on product pages."
"Display Brand Logo on Product Page","Display Brand Logo on Product Page"
"Brand Logo Width, px","Brand Logo Width, px"
"If the field is left empty, the default image size (30px) will be used.","If the field is left empty, the default image size (30px) will be used."
"Brand Logo Height, px","Brand Logo Height, px"
"Display Short Description on Product Page","Display Short Description on Product Page"
"Set to ‘Yes’ to enable a label short description on the products pages.","Set to ‘Yes’ to enable a label short description on the products pages."
"Product Listing Brand Settings","Product Listing Brand Settings"
"Display Brand Logo on Product Listing","Display Brand Logo on Product Listing"
"Brand Logo Width","Brand Logo Width"
"Please specify the value in pixels (e.g. 10) or percent (e.g. 10%). If the field is left empty, the default image size (30px) will be used.","Please specify the value in pixels (e.g. 10) or percent (e.g. 10%). If the field is left empty, the default image size (30px) will be used."
"Brand Logo Height","Brand Logo Height"
"Add Hreflang Tags for Amasty Brands","Add Hreflang Tags for Amasty Brands"
"Amasty Brand List","Amasty Brand List"
"List of your brand attribute options. Links lead to Brand Pages.","List of your brand attribute options. Links lead to Brand Pages."
"Number of Columns","Number of Columns"
"Enable Search","Enable Search"
"Show the number of products next to Brand name. Please note that this setting may affect performance.","Show the number of products next to Brand name. Please note that this setting may affect performance."
"Brands Display","Brands Display"
"The 'Show Brands Related to Category' functionality is available as part of an active product subscription or support subscription.
                    To upgrade and obtain functionality please follow the <a href=""https://amasty.com/amcustomer/account/products/?utm_source=extension&utm_medium=backend&utm_campaign=subscribe_shopbybrand"" target=""_blank"">link</a>.
                    Than you can find the 'amasty/shop-by-brand-widget' package for installation in composer suggest.","The 'Show Brands Related to Category' functionality is available as part of an active product subscription or support subscription.
                    To upgrade and obtain functionality please follow the <a href=""https://amasty.com/amcustomer/account/products/?utm_source=extension&utm_medium=backend&utm_campaign=subscribe_shopbybrand"" target=""_blank"">link</a>.
                    Than you can find the 'amasty/shop-by-brand-widget' package for installation in composer suggest."
Template,Template
Index,Index
"Amasty Brand Slider","Amasty Brand Slider"
"Brand Slider","Brand Slider"
"Visible Items Quantity","Visible Items Quantity"
"Sort By","Sort By"
"Slider Max Width, px","Slider Max Width, px"
"Header Title","Header Title"
"Slider Background Color","Slider Background Color"
"Header Text Color","Header Text Color"
"Show Brand Label","Show Brand Label"
"Show Buttons","Show Buttons"
"Display Prev/Next buttons.","Display Prev/Next buttons."
"Infinity Loop","Infinity Loop"
"Enable continuous loop mode. Because of nature of how the loop mode works (it will rearrange slides), total number of slides must be >= slidesPerView * 2","Enable continuous loop mode. Because of nature of how the loop mode works (it will rearrange slides), total number of slides must be >= slidesPerView * 2"
"Simulate Touch","Simulate Touch"
"Click and drag to change slides on desktop. On mobile devices swipe is always available.","Click and drag to change slides on desktop. On mobile devices swipe is always available."
"Show Pagination","Show Pagination"
"Clickable Pagination","Clickable Pagination"
Autoplay,Autoplay
"Autoplay Delay","Autoplay Delay"
Slider,Slider
"Store View","Store View"
"Add to the slider","Add to the slider"
"Remove from the slider","Remove from the slider"
"Slider Image","Slider Image"
"Show in Slider","Show in Slider"
"URL alias","URL alias"
